source_event_id,f_nv,start_sample_index,end_sample_index,raw_sample_count
2169,4,1159638,1159652,15
2170,2,1159653,1159655,3
2171,4,1159656,1159656,1
2172,2,1159657,1160235,579
2173,3,1160236,1160236,1
2174,4,1160237,1160246,10
2175,0,1160247,1160534,288
2176,3,1160535,1161135,601
2177,4,1161136,1161143,8
2178,0,1161144,1161734,591
2179,4,1161735,1161743,9
2180,1,1161744,1161745,2
2181,4,1161746,1161746,1
2182,1,1161747,1162255,509
2183,4,1162256,1162256,1
2184,1,1162257,1162259,3
2185,4,1162260,1162260,1
2186,1,1162261,1162275,15
2187,4,1162276,1162276,1
2188,1,1162277,1162336,60
2189,4,1162337,1162344,8
2190,2,1162345,1162350,6
2191,4,1162351,1162353,3
2192,0,1162354,1163744,1391
2193,4,1163745,1163745,1
2194,0,1163746,1163746,1
2195,4,1163747,1163747,1
2196,0,1163748,1163748,1
2197,4,1163749,1163749,1
2198,0,1163750,1163753,4
2199,4,1163754,1165734,1981
2200,0,1165735,1168001,2267
2201,4,1168002,1168002,1
2202,0,1168003,1168003,1
2203,4,1168004,1174323,6320
2204,0,1174324,1230228,55905
2205,4,1230229,1230327,99
2206,0,1230328,1231892,1565
2207,4,1231893,1232286,394
2208,0,1232287,1235781,3495
2209,4,1235782,1235782,1
2210,0,1235783,1242671,6889
2211,3,1242672,1242675,4
2212,4,1242676,1242690,15
2213,2,1242691,1243200,510
2214,3,1243201,1243203,3
2215,4,1243204,1243210,7
2216,0,1243211,1243507,297
2217,3,1243508,1244106,599
2218,4,1244107,1244115,9
2219,0,1244116,1244406,291
2220,4,1244407,1244415,9
2221,1,1244416,1244622,207
2222,4,1244623,1244623,1
2223,1,1244624,1245007,384
2224,4,1245008,1245014,7
2225,2,1245015,1245019,5
2226,4,1245020,1245022,3
2227,0,1245023,1245307,285
2228,4,1245308,1245319,12
2229,1,1245320,1245907,588
2230,4,1245908,1245916,9
2231,2,1245917,1245922,6
2232,4,1245923,1245924,2
2233,0,1245925,1246512,588
2234,3,1246513,1247107,595
2235,4,1247108,1247115,8
2236,0,1247116,1247506,391
2237,3,1247507,1247508,2
2238,4,1247509,1247523,15
2239,2,1247524,1248095,572
2240,3,1248096,1248097,2
2241,4,1248098,1248104,7
2242,0,1248105,1249995,1891
2243,4,1249996,1249996,1
2244,0,1249997,1249997,1
2245,4,1249998,1251588,1591
2246,0,1251589,1254235,2647
2247,4,1254236,1254236,1
2248,0,1254237,1254243,7
2249,4,1254244,1254244,1
2250,0,1254245,1254245,1
2251,4,1254246,1260134,5889
2252,0,1260135,1316214,56080
2253,4,1316215,1316596,382
2254,0,1316597,1318213,1617
2255,4,1318214,1318214,1
2256,0,1318215,1318215,1
2257,4,1318216,1318656,441
2258,0,1318657,1330764,12108
2259,3,1330765,1330766,2
2260,4,1330767,1330780,14
2261,2,1330781,1331361,581
2262,3,1331362,1331363,2
2263,4,1331364,1331372,9
2264,0,1331373,1331661,289
2265,4,1331662,1331662,1
2266,3,1331663,1332261,599
2267,4,1332262,1332270,9
2268,0,1332271,1332861,591
2269,4,1332862,1332870,9
2270,1,1332871,1333461,591
2271,4,1333462,1333468,7
2272,2,1333469,1333474,6
2273,4,1333475,1333477,3
2274,0,1333478,1334061,584
2275,4,1334062,1334062,1
2276,3,1334063,1334063,1
2277,4,1334064,1334077,14
2278,2,1334078,1334661,584
2279,4,1334662,1334662,1
2280,3,1334663,1334663,1
2281,4,1334664,1334671,8
2282,0,1334672,1334961,290
2283,3,1334962,1335561,600
2284,4,1335562,1335569,8
2285,0,1335570,1336161,592
2286,4,1336162,1336170,9
2287,1,1336171,1336761,591
2288,4,1336762,1336770,9
2289,2,1336771,1336776,6
2290,4,1336777,1336779,3
2291,0,1336780,1340544,3765
2292,4,1340545,1340545,1
2293,0,1340546,1340550,5
2294,4,1340551,1340551,1
2295,0,1340552,1340553,2
2296,4,1340554,1342962,2409
2297,0,1342963,1342963,1
2298,4,1342964,1343162,199
2299,0,1343163,1343164,2
2300,4,1343165,1343180,16
2301,0,1343181,1343196,16
2302,4,1343197,1346466,3270
2303,0,1346467,1346578,112
2304,4,1346579,1346579,1
2305,0,1346580,1346595,16
2306,4,1346596,1346596,1
2307,0,1346597,1373797,27201
